,Facility Name,Site Address,Last Inspection Date,url,category,Facility Type
8,Streamliners Espresso Bar,767 Talbot St  St. Thomas ON N5P 1E3,06/08/2023,location.href = '/Portal/Facility/Details/3dd01e9b-65de-4c53-8d29-e50af4384e15' ,Food,
9,Studer's Variety,350 John St S  Aylmer ON N5H 2E2,,location.href = '/Portal/Facility/Details/a139ab21-f181-4298-84b8-4b0bf9c3ca53' ,Food,
10,Sub Zero,930 Talbot St  St Thomas ON N5R 1E7,05/31/2023,location.href = '/Portal/Facility/Details/726d5b5a-6cad-4568-b378-cfdddb053317' ,Food,
11,Subway,343 Norwich Ave  Woodstock ON N4S 3V9,10/25/2023,location.href = '/Portal/Facility/Details/9a1d6793-9a4b-4167-a141-e7ade528c3da' ,Food,
12,Subway,181 Talbot St  St. Thomas ON N5P 1A8,03/21/2023,location.href = '/Portal/Facility/Details/4fa37b57-d11d-4db2-91e7-def1fa6c5892' ,Food,
13,Subway,174 Culloden Line  Ingersoll ON N5C 3R2,07/07/2023,location.href = '/Portal/Facility/Details/9da5150f-fd40-4b2b-8989-f426928cf378' ,Food,
14,Subway,345 Talbot St W  Aylmer ON N5H 1K3,,location.href = '/Portal/Facility/Details/dec8836a-d939-4d21-b335-453e9323eda5' ,Food,
15,Subway,976 Dundas St  Woodstock ON N4S 1H3,06/20/2023,location.href = '/Portal/Facility/Details/f7238a72-7b7b-4d96-b0fa-b91e33be147f' ,Food,
16,Subway,3 Vansittart Ave  Woodstock ON N4S 6E1,06/19/2023,location.href = '/Portal/Facility/Details/e64f637b-de3b-4540-a3ce-a8efbaf7868e' ,Food,
17,Subway,400 Highbury Ave. South  St. Thomas ON N5P 0A5,06/06/2023,location.href = '/Portal/Facility/Details/508472e2-c296-42dd-811b-a6ae2c124fb9' ,Food,
18,Subway,5-965 Talbot St  St Thomas ON N5P 1E8,10/16/2023,location.href = '/Portal/Facility/Details/61e2fe43-db13-4c66-ad9b-a48ff5667043' ,Food,
19,Subway,51 Simcoe St  Tillsonburg ON N4G 3T5,10/20/2023,location.href = '/Portal/Facility/Details/c8e649ac-72d1-4b9e-ba7e-9fa88f8f944e' ,Food,
20,Subway,5-385 Springbank Ave N  Woodstock ON N4T 1R3,07/18/2023,location.href = '/Portal/Facility/Details/efe2c5e5-75e7-4e78-8784-97e09b1667f7' ,Food,
21,Subway,676 Broadway St  Tillsonburg ON N4G 4H1,10/25/2023,location.href = '/Portal/Facility/Details/f9b0c1d0-49db-4d00-9cf7-8afac4931b04' ,Food,
22,Subway,417 Wellington St  St. Thomas ON N5R 5J5,,location.href = '/Portal/Facility/Details/b3e27c36-8014-4ad0-a23b-7fbed50c8800' ,Food,
23,Subway,188 Sunset Dr  St Thomas ON N5R 3B9,04/13/2023,location.href = '/Portal/Facility/Details/79c49a6e-1996-4cdb-a485-78c431a651d8' ,Food,
24,Subway,120 Thames St N  Ingersoll ON N5C 4B1,07/17/2023,location.href = '/Portal/Facility/Details/3ca24c13-3733-41d3-9a56-7406d0a0327e' ,Food,
0,Subway,5 Woodstock St N  Tavistock ON N0B 2R0,12/13/2022,location.href = '/Portal/Facility/Details/7cb094ff-bc80-4972-a42d-679f36c54f83' ,Food,
1,Subway,209 Graham St  West Lorne ON N0L 2P0,07/20/2023,location.href = '/Portal/Facility/Details/49031a55-ed4d-49f5-9821-656bd2adf05c' ,Food,
2,Subzero - Mobile,930 Talbot Street  St. Thomas ON N5P 1E7,,location.href = '/Portal/Facility/Details/63c310b1-bdf1-41cd-91c6-29519953208b' ,Food,
3,Summers' Corners - Before & After School Program,50576 Talbot Line  Aylmer ON N5H 2R1,,location.href = '/Portal/Facility/Details/aedd00bc-6f7f-4171-b6f6-b6e20050d589' ,Food,
4,Summers' Corners Public School - Nourishment Program,50576 Talbot Line  Aylmer ON N5H 2R1,,location.href = '/Portal/Facility/Details/9b7ba53f-08b4-4784-a963-fa245dbcd10b' ,Food,
5,Sunrise Family Resources,560 Talbot St E  Aylmer ON N5H 2W2,07/26/2023,location.href = '/Portal/Facility/Details/fa49670d-47e3-4d19-a271-311e948035d7' ,Food,
6,Sunrise Variety,212 Springbank Ave  Woodstock ON N4S 7R3,07/05/2023,location.href = '/Portal/Facility/Details/1345fb0f-18af-4430-8af9-4c5570ef223a' ,Food,
7,Sunset Cafe,184 Sunset Dr  St. Thomas ON N5R 3C3,08/25/2023,location.href = '/Portal/Facility/Details/5ace8508-c666-4e63-b0a7-8815453c5840' ,Food,
8,Sunset Grill,8-1055 Talbot St  St. Thomas ON N5P 1G4,09/26/2023,location.href = '/Portal/Facility/Details/ed119197-bea7-412d-9f0e-8049a5c6bffb' ,Food,
9,Sunset Grill,6-547 Norwich Ave  Woodstock ON N4V 1C7,03/29/2023,location.href = '/Portal/Facility/Details/f774e506-d094-4881-a7e6-c1d461df53fb' ,Food,
10,Super Wok,3-287 Talbot St W  Aylmer ON N5H 1J9,07/04/2023,location.href = '/Portal/Facility/Details/ddadbf47-c7dd-4974-829c-d4a93e4da2f8' ,Food,
11,Sushi Cove Restaurant,5-930 Dundas St Unit #5  Woodstock ON N4S 1H3,06/19/2023,location.href = '/Portal/Facility/Details/07f8367d-f80d-441c-b3e5-e4ae9ff580c8' ,Food,
12,Sushi Eleven,144 Thames St S  Ingersoll ON N5C 2T4,08/31/2023,location.href = '/Portal/Facility/Details/0b22ea58-8ea6-4786-809b-682f427d3ffe' ,Food,
13,Swanlyn Specialities,114 Culloden Rd  Ingersoll ON N5C 3R1,,location.href = '/Portal/Facility/Details/8591d650-4777-49ff-abb8-b84e746c82ef' ,Food,
14,Sweaburg Ball Park Food Booth,474379 Dodge Line  Sweaburg ON,07/06/2023,location.href = '/Portal/Facility/Details/03c1b5e3-2e16-4a08-8c24-9f28ecefc7b7' ,Food,
15,Sweaburg Lions Pavilion,474379 Dodge Line  Woodstock ON N4S 7V6,06/15/2023,location.href = '/Portal/Facility/Details/e49d3c2d-f21d-4e27-ab1a-45ae036c25f4' ,Food,
16,Sweet Marie's Dessert Shop,44160 John Wise Line  St. Thomas ON N5P 3S9,12/07/2022,location.href = '/Portal/Facility/Details/7e192e71-54d6-4e60-814c-79a5f86e5c24' ,Food,
17,Swiss Chalet,427 Norwich Ave  Woodstock ON N4S 3W4,10/25/2023,location.href = '/Portal/Facility/Details/8bf8c16b-a9ed-4b9e-a192-2b2afa040c32' ,Food,
18,Swiss Chalet/Harvey's,1014.5 Talbot St  St Thomas ON N5P 1G3,06/28/2023,location.href = '/Portal/Facility/Details/91a20fbc-5cdf-4c06-ac98-91cb7a19f03f' ,Food,
19,SWPH Teaching Kitchen,1230 Talbot St  St. Thomas ON N5P 1G9,09/28/2023,location.href = '/Portal/Facility/Details/01f36358-1ff9-4d0b-8b34-9a3ec207e2e5' ,Food,
20,TA Woodstock 230 Travel Centre - Convenience Store,535 Mill St Exit 230 Hwy 401  Woodstock ON N4S 7V6,,location.href = '/Portal/Facility/Details/ffdbf933-eaa2-413a-adee-c19d38154cf8' ,Food,
21,TA Woodstock 230 Travel Centre - Fuel Bar,535 Mill St Exit 230 Hwy 401  Woodstock ON N4S 7V6,,location.href = '/Portal/Facility/Details/2f0b64c0-902e-498f-a76b-780d8db84fc9' ,Food,
22,TA Woodstock 230 Travel Centre - Restaurant,535 Mill St Exit 230 Hwy 401  Woodstock ON N4S 7V6,,location.href = '/Portal/Facility/Details/df70972e-ca34-4a50-93b2-e9af6b269d21' ,Food,
23,Taco Bell,950 Talbot St  St. Thomas ON N5P 1E7,07/19/2023,location.href = '/Portal/Facility/Details/5f67177e-72d3-4968-82e0-1d9c99172252' ,Food,
24,Take a Bite Restaurant,22354 Talbot Line  Rodney ON N0L 2C0,05/18/2023,location.href = '/Portal/Facility/Details/8f099cc7-e023-43fa-8b3f-7686dabd15c4' ,Food,
0,Talbot House - CMHA,655 Talbot St  St. Thomas ON N5P 1C9,05/25/2023,location.href = '/Portal/Facility/Details/1c847817-9d80-4566-a5a2-1592b171999f' ,Food,
1,"Talbot Manor, The",292 Wellington Street  St Thomas ON N5R 2S9,10/19/2023,location.href = '/Portal/Facility/Details/b97ad5c6-4e05-4b3d-9309-d8740e4f8c38' ,Food,
2,Talbot Mini Mart,1009 Talbot St  St. Thomas ON N5P 1G1,02/14/2023,location.href = '/Portal/Facility/Details/6747bc05-2ea8-4051-86d9-fc9192152081' ,Food,
3,Talbot Trails Restaurant and Gardens,9353 Graham Rd  West Lorne ON N0L 2P0,06/29/2023,location.href = '/Portal/Facility/Details/0a629567-684d-48d8-9ced-4c0dd4cd7813' ,Food,
4,Talbotville ESSO,9844 Sunset Drive  St. Thomas Ontario N5P 3T2,05/29/2023,location.href = '/Portal/Facility/Details/532582f9-1cb6-4259-b8dc-525ef2e49b23' ,Food,
5,Talbotville Mr. Sub,9844 Sunset Drive  St. Thomas Ontario N5P 3T2,10/26/2023,location.href = '/Portal/Facility/Details/d93618e0-6ace-4184-8d28-938b4139b856' ,Food,
6,Tall Tales Café and Variety,29634 Talbot Line  Wallacetown ON N0L 2M0,07/28/2023,location.href = '/Portal/Facility/Details/f663dd3a-08ff-4ad4-b10a-ebdacb53680c' ,Food,
7,Tandoori Delights,1-780 Dundas St  Woodstock ON N4S 1E9,09/14/2023,location.href = '/Portal/Facility/Details/352bfc94-c756-4434-88c3-6b8809c1a3d4' ,Food,
8,Tandoori Knight,511 Dundas St  Woodstock ON N4S 1C3,11/01/2023,location.href = '/Portal/Facility/Details/6c846cf3-1b9c-4534-9257-f3c432e8dc0d' ,Food,
9,Tarandowah Golfers Club Restaurant,15125 Putnam Rd  Springfield ON N0L 2J0,06/26/2023,location.href = '/Portal/Facility/Details/cf2cff1d-674c-4ad0-8b46-e81349dacc83' ,Food,
10,Taste Makers Studio,624 Talbot Street  St. Thomas ON N5P 1C8,,location.href = '/Portal/Facility/Details/63faf75e-ed03-4963-b78b-7b847884d3f4' ,Food,
11,Taste of China,523 Dundas St  Woodstock ON N4S 1C3,08/02/2023,location.href = '/Portal/Facility/Details/997019c9-32e8-4fb9-95cb-242deb7fad20' ,Food,
12,Taste of the Caribbean,59 Talbot St E  Aylmer ON N5H 1H3,07/10/2023,location.href = '/Portal/Facility/Details/8943eafd-8dd5-46cd-b571-5d6b3943a6ed' ,Food,
13,Taste of Woodstock Catering,212 Bysham Park Dr  Woodstock ON N4T 1R2,06/27/2023,location.href = '/Portal/Facility/Details/b4085f48-ec20-420e-8a56-004be738ab1f' ,Food,
14,Tavi Chill,10 Hope St W  Tavistock ON N0B 2R0,09/13/2023,location.href = '/Portal/Facility/Details/a0f6f8f4-5850-4b1f-a4d6-5e1c0ce8e76f' ,Food,
15,Tavistock & District Memorial Hall,3 Adam St  Tavistock ON N0B 2R0,05/10/2023,location.href = '/Portal/Facility/Details/cee09879-f973-4eff-a2b6-3920dd01f506' ,Food,
16,Tavistock Arena,1 Adam St  Tavistock ON N0B 2R0,05/10/2023,location.href = '/Portal/Facility/Details/31945adc-b136-4364-ac22-32bf2ff1b7fe' ,Food,
17,Tavistock Arena - Queen's Park Pavilion,1 Adam St  Tavistock ON N0B 2R0,05/10/2023,location.href = '/Portal/Facility/Details/ae6ac913-a68f-4902-b03a-4eb845285748' ,Food,
18,Tavistock Gas & Variety,199 Woodstock St S  Tavistock ON N0B 2R0,10/19/2023,location.href = '/Portal/Facility/Details/5206981c-3cde-43d3-92bb-ca1fe4aade52' ,Food,
19,Tavistock Little Preschool,131 Wettlaufer St  Tavistock ON N0B 2R0,06/21/2023,location.href = '/Portal/Facility/Details/9bbc9d00-ae1d-4a7b-806a-7725a2db39d2' ,Food,
20,Tavistock Public School - Before & After School Program,79 Maria St  Tavistock ON N0B 2R0,11/30/2022,location.href = '/Portal/Facility/Details/e0bdfe27-fadc-40ff-9a71-5c06792e684c' ,Food,
21,Tavistock Public School - Milk Program,79 Maria St  Tavistock ON N0B 2R0,,location.href = '/Portal/Facility/Details/4aa6ed40-5c52-46fe-b824-717076b9eb6b' ,Food,
22,Tavistock Public School - Nourishment Program,79 Maria St  Tavistock ON N0B 2R0,11/30/2022,location.href = '/Portal/Facility/Details/8c1745de-95b9-4657-af4f-eb55ba91d6d4' ,Food,
23,Tavistock Restaurant,36 Woodstock St S  Tavistock ON N0B 2R0,,location.href = '/Portal/Facility/Details/c97ffd43-f954-4c2f-b932-1b92ae2395f5' ,Food,
24,Teal Anchor Boutique,24 Kent St  Woodstock ON N4S 8L5,12/07/2021,location.href = '/Portal/Facility/Details/2de2507a-f087-4950-9c3c-a2b206f2f997' ,Food,
0,"Terra Nova Therapy, Spa and Café",596145 Hwy 59  Woodstock ON N4S 7W1,,location.href = '/Portal/Facility/Details/11567dda-44f3-44e7-91fe-edb014f547c6' ,Food,
1,"Terra Nova Therapy, Spa and Café - Indoor",596145 Hwy 59  Woodstock ON N4S 7W1,09/25/2023,location.href = '/Portal/Facility/Details/cadeeb45-d30d-4878-a617-a49bebbf5c30' ,Food,
2,Terrace Lodge - Institutional Food,475 Talbot St E  Aylmer ON N5H 3A5,07/27/2023,location.href = '/Portal/Facility/Details/8cbc1f2a-04c2-4718-b5a8-d1ff1e1e7062' ,Food,
3,Thames Garden Chinese Restaurant,99 Thames St N  Ingersoll ON N5C 3C6,08/16/2023,location.href = '/Portal/Facility/Details/0c85865d-9d55-4359-8244-d5dc1360ed6b' ,Food,
4,Thames River Melons,775530 Blandford Rd  Innerkip ON N0J 1M0,11/02/2023,location.href = '/Portal/Facility/Details/e78910a7-12fa-4ccb-82d1-14f815a315eb' ,Food,
5,Thames River Melons Farm Kitchen,775530 Blandford Rd  Innerkip ON N0J 1M0,11/02/2023,location.href = '/Portal/Facility/Details/f0107549-9700-4235-b0c0-5c961bd9be7d' ,Food,
6,Thames River Melons Ltd - Food Trailer,775530 Blandford Rd  Innerkip ON N0J 1M0,11/02/2023,location.href = '/Portal/Facility/Details/2d42ed9d-c5a3-44e9-a03d-63e30dfb1dec' ,Food,
7,Thamesford Community Centre,85 Middleton St  Thamesford ON N0M 2M0,05/16/2023,location.href = '/Portal/Facility/Details/810be1ba-b72a-403c-87ba-922ac59aef6d' ,Food,
8,Thamesford Community Centre - Snack Bar,85 Middleton St  Thamesford ON N0M 2M0,,location.href = '/Portal/Facility/Details/8543e6ea-a53f-4f56-b489-6cc836f52010' ,Food,
9,Thamesford Gas & Convenience,243 Dundas St  Thamesford ON N0M 2M0,10/27/2022,location.href = '/Portal/Facility/Details/d8cbd238-4cdc-48bb-a9f6-dd4143584860' ,Food,
10,Thamesford North Ball Park,204 George St  Thamesford ON N0M 2M0,05/16/2023,location.href = '/Portal/Facility/Details/e40fc34f-5bc7-4600-aded-6b9006016d7a' ,Food,
11,Thamesford Pizza,1-153 Dundas St Unit 1  Thamesford ON N0M 2M0,11/02/2023,location.href = '/Portal/Facility/Details/b4fdf3fa-090c-4767-82a8-113275175bef' ,Food,
12,Thamesford Pizza,111 Charles St E  Ingersoll ON N5C 1J9,03/07/2023,location.href = '/Portal/Facility/Details/12ac6ca2-289a-44f2-8219-cadec66e1311' ,Food,
13,Thamesford Preschool,220 Dundas St  Thamesford ON N0M 2M0,10/19/2023,location.href = '/Portal/Facility/Details/fb146926-a7cf-4b84-87ef-6ec84c8be0a7' ,Food,
14,Thamesford Public Library,165 Dundas St  Thamesford ON N0M 2M0,10/19/2023,location.href = '/Portal/Facility/Details/43591bbe-e6fa-4a33-9ce2-531b3588e819' ,Food,
15,Thamesford Public School - Before & After School Program,130 McCarthy St  Thamesford ON N0M 2M0,10/19/2023,location.href = '/Portal/Facility/Details/0103a393-c021-4e61-8b95-d46481bc9b94' ,Food,
16,Thamesford Public School - Hot Lunches,130 McCarty St  Thamesford ON N0M 2M0,,location.href = '/Portal/Facility/Details/5ac25cf3-9a7c-4536-81bf-f7a75a53924d' ,Food,
17,Thamesford Public School - Nourishment Program,130 McCarty St  Thamesford ON N0M 2M0,10/19/2023,location.href = '/Portal/Facility/Details/531654fa-0e83-4a37-9974-d279801dda8b' ,Food,
18,Thamesford Variety,150 Dundas St  Thamesford ON N0M 2M0,11/02/2023,location.href = '/Portal/Facility/Details/a9f40d6a-bc60-41b6-b6ce-0e76f8e3f19e' ,Food,
19,That Food Truck,98 Mutual Street  Ingersoll ON,09/01/2023,location.href = '/Portal/Facility/Details/01065273-f75d-407e-af99-0e829bdbe21a' ,Food,
20,The Bronx Bar,595 Talbot Street  St. Thomas Ontario N5P 1C6,09/11/2023,location.href = '/Portal/Facility/Details/fe099120-d108-4585-b2ba-2b9915627d0f' ,Food,
21,The Clay Oven,648 Talbot Street  St. Thomas Ontario N5P 1C8,10/16/2023,location.href = '/Portal/Facility/Details/a6ab8c36-1a02-4f26-8f8d-5ebb719fcc3e' ,Food,
22,The Gordita Shop,99 Talbot St W  Aylmer ON N5H 1J6,,location.href = '/Portal/Facility/Details/fcf2607b-c961-45ca-a3d9-4da7ca01f55d' ,Food,
23,The Happy Hippo Co.,22 Kent St  Woodstock ON N4S 8L5,,location.href = '/Portal/Facility/Details/a1778aa0-cf6f-45e1-8f23-0cf094c6456c' ,Food,
24,The Ice Box,125 Ross St  St. Thomas ON N4K 5Z5,06/20/2022,location.href = '/Portal/Facility/Details/2a17088f-255b-41cb-ab6e-6c2594ae27b6' ,Food,
0,The Ice Box - Mobile,125 Ross Street  St. Thomas ON N5R 3X9,08/16/2023,location.href = '/Portal/Facility/Details/c7608663-ba3b-4f1f-90f1-288eabcea650' ,Food,
1,The Ice Box- Doug Tarry Complex,275 Bill Martyn Parkway  St. Thomas Ontario N5R 1X6,05/04/2023,location.href = '/Portal/Facility/Details/a9bd2c17-d774-4dbd-94c2-ab06d31c7a14' ,Food,
2,The Ice Box- Pinafore Park,95 Elm Street  (Pinafore Park)St. Thomas Ontario N5R 1H7,04/25/2023,location.href = '/Portal/Facility/Details/5e918447-c091-4f9f-9196-ef87c66528bc' ,Food,
3,The In Home Chef Inc.,26779 Talbot Line  Wallacetown ON N0L 2M0,08/22/2023,location.href = '/Portal/Facility/Details/69d09b63-f618-4c87-a94f-89e97672bdd0' ,Food,
4,The Ingersoll Pipe Hall Band,108 Wonham Street South  Ingersoll ON N5C 2Y8,,location.href = '/Portal/Facility/Details/daa6c66f-29d7-4e32-8f76-ab2376debce5' ,Food,
5,The Jokers Crown Inc,129-131 Thames St S  Ingersoll ON N5C 2T3,06/26/2023,location.href = '/Portal/Facility/Details/ff484bb1-ab08-4756-8fce-2515660feac0' ,Food,
6,The Kneaded Knook Bakery and Cafe,9240 Plank Rd  Straffordville Ontario N0J 1Y0,10/24/2023,location.href = '/Portal/Facility/Details/7973cad5-ae8e-4203-ac4f-30c19851908b' ,Food,
7,The Lantern Tea Room,37 Stover St. S  Norwich ON N0J 1P0,,location.href = '/Portal/Facility/Details/b2b5aa6a-83c0-4f9a-8700-f9ad6e9e7e06' ,Food,
8,The Mermaid Baker,189 Queen St  Dutton ON N0L 1J0,05/30/2023,location.href = '/Portal/Facility/Details/447223c7-6f77-4ab8-bd0b-baaf7a2900c7' ,Food,
9,The Mill,20 John Pound Rd  Tillsonburg ON N4G 0B9,08/16/2023,location.href = '/Portal/Facility/Details/2331898c-aaba-485c-979c-dc9bd3412c09' ,Food,
10,The Mill - Artisan Shoppe & Decor,A-50 Ingersoll Rd  Woodstock ON N4S 2P9,06/27/2023,location.href = '/Portal/Facility/Details/70639583-ef9e-4345-80e6-4f60d22cf54d' ,Food,
11,The Moovin' Scoop,875 Nellis St  Woodstock ON N4S 4C6,,location.href = '/Portal/Facility/Details/d15c6bce-a9a2-44ac-a586-27dfd5cece5c' ,Food,
12,The Oxford Drive In - Reel Treats,8 & 9-225 Bysham Park Dr  Woodstock ON N4T 1P1,,location.href = '/Portal/Facility/Details/dd556d09-666c-4ffd-8bbe-340eac549c54' ,Food,
13,The Oxford Hills - Clubhouse,324183 Mt Elgin Rd  Mount Elgin ON N0J 1N0,10/10/2023,location.href = '/Portal/Facility/Details/561af0cb-9067-4f8b-a2eb-8f26743e7bde' ,Food,
14,The Oxford Hills - Theo's,324183 Mt Elgin Rd  Mount Elgin ON N0J 1N0,09/18/2023,location.href = '/Portal/Facility/Details/39acd56d-a987-4fdb-b5b9-180080c3ef57' ,Food,
15,The Oxford School - Kitchen,595459 Hwy 59  Woodstock ON N4S 7W1,03/02/2023,location.href = '/Portal/Facility/Details/ecdadb95-eec3-4dcd-8d4d-e9642c3cf313' ,Food,
16,The Pier Fry Shack,3143 Colin Street  Port Bruce Ontario N5H 2R2,08/21/2023,location.href = '/Portal/Facility/Details/c00832ab-7c1c-4c44-b844-8a887d7e6faa' ,Food,
17,The Rodney Scoop,"211 Furnival Rd, Box 123  Rodney ON N0L 2C0",08/08/2023,location.href = '/Portal/Facility/Details/81a3e043-7123-414e-9d2b-41b974bbd543' ,Food,
18,The Smoking Grill,293193 Culloden Line  Ingersoll ON N5C 3J7,03/01/2023,location.href = '/Portal/Facility/Details/9f38a991-475a-43ae-9814-8e54a3bfbc34' ,Food,
19,The Soulful Spoon,3 Light  St Woodstock ON N4S 6G7,07/19/2023,location.href = '/Portal/Facility/Details/a96fda4a-b75d-4b33-a156-0822a621fdc9' ,Food,
20,The Souvlaki Guy,867 Dundas St  Woodstock ON N4S 1G8,07/27/2023,location.href = '/Portal/Facility/Details/792f307d-46f4-4105-a33a-8287072c391a' ,Food,
21,The Streetery,300 South Edgeware Road  St. Thomas ON N5P 4L1,11/22/2022,location.href = '/Portal/Facility/Details/34a5c4e3-0f82-4e9e-b616-aa8d1344312f' ,Food,
22,The Streetery (Catered To You),300 South Edgeware Rd  St. Thomas ON N5P 4L1,06/05/2023,location.href = '/Portal/Facility/Details/8492b268-a265-4d4e-bc9d-0f505b26fbf1' ,Food,
23,The Sweet Cycle,47 Laurel Cres  Ingersoll ON N5C 3S5,06/06/2023,location.href = '/Portal/Facility/Details/f8a1acf6-4fbd-4320-9d88-edd35a7515b5' ,Food,
24,The Tipsy Pig Co.,26779 Talbot Line  Wallacetown ON N0L 2M0,,location.href = '/Portal/Facility/Details/6e633914-3b21-4a5e-93cd-ad50417b691e' ,Food,
0,The Union General Coffee Company Ltd,6307 Bostwick Road  Union Ontario N0L 2L0,09/22/2023,location.href = '/Portal/Facility/Details/6ed019ef-173b-495e-8116-4069f6e9558f' ,Food,
1,The Whiskey Rocks Limited,595 Talbot St  St. Thomas ON N5P 1C6,05/29/2023,location.href = '/Portal/Facility/Details/832dc3d3-846e-4ba0-a8e2-d19727be68bf' ,Food,
2,The Wild Goat Cafe,22360 Pioneer Line Rodney  ON N0L 2C0,11/01/2023,location.href = '/Portal/Facility/Details/aa80f981-9ac6-4948-adea-ebb4a1eff16a' ,Food,
3,The Wood Connection - General Store,5048 Imperial Rd  Aylmer ON N5H 2R2,09/20/2023,location.href = '/Portal/Facility/Details/ef4aa4e9-fc18-48df-8938-3de053a64fa9' ,Food,
4,Three Ridges Ecological Farm,48211 Sparta Line  Aylmer ON N5H 2R4,,location.href = '/Portal/Facility/Details/69e286af-b88b-4fc9-8206-313120fe0094' ,Food,
5,Thunder Valley Fryers,47079 Pleasant Valley Line  St Thomas ON N5P 3S9,05/05/2023,location.href = '/Portal/Facility/Details/4896b54b-29fe-4600-9066-34c93d046f9b' ,Food,
6,Tikka Tomato,38 Bonnie Place  St. Thomas ON N5R 5W6,11/15/2022,location.href = '/Portal/Facility/Details/8c5b7c6c-79d7-4791-a539-93699a12be0a' ,Food,
7,Tillson Convenience,102 Tillson Ave  Tillsonburg ON N4G 3A1,,location.href = '/Portal/Facility/Details/627a27cb-42e4-4466-932d-968ce9bf3b1d' ,Food,
8,Tillson Pizza,102 Tillson Ave  Tillsonburg ON,,location.href = '/Portal/Facility/Details/6e851dcc-3d09-4bc0-9489-bafc9e80ebc8' ,Food,
9,Tillson Pizza,67 Tillson Ave  Tillsonburg ON N4G 3A2,08/01/2023,location.href = '/Portal/Facility/Details/21a46279-2cde-4af1-96a4-bf55e5499023' ,Food,
10,Tillsonburg Airport Skyway Cafe,244411 Airport Rd  Tillsonburg ON N4G 4H1,11/02/2023,location.href = '/Portal/Facility/Details/287f25db-406b-4c83-ac0c-5b297a4a5107' ,Food,
11,Tillsonburg Children's Centre,96 Tillson Ave  Tillsonburg ON N4G 3A1,06/15/2023,location.href = '/Portal/Facility/Details/17bcd8ac-d600-4089-894c-9c2702dfb72a' ,Food,
12,Tillsonburg Community Centre,45 Hardy St  Tillsonburg ON N4G 3W9,03/31/2023,location.href = '/Portal/Facility/Details/ca3e1c98-0dd2-4470-b08b-a6659781bb92' ,Food,
13,Tillsonburg District Memorial Hospital,167 Rolph St  Tillsonburg ON N4G 3Y9,07/18/2023,location.href = '/Portal/Facility/Details/758ffec8-68b7-489e-83b3-df4fbefdef68' ,Food,
14,Tillsonburg Little School,102 King St E.  Tillsonburg ON N4G 3E8,07/26/2023,location.href = '/Portal/Facility/Details/c1cae47d-dfc5-48bc-b144-e92d8284f56b' ,Food,
15,Tillsonburg Retirement Residence,183 Rolph St  Tillsonburg ON N4G 3Y9,08/02/2023,location.href = '/Portal/Facility/Details/6c80d810-f491-4994-9bd0-9f35cfe7ab56' ,Food,
16,Tillsonburg Wine & Beer Studio,69 Broadway St  Tillsonburg ON N4G 3P4,02/15/2023,location.href = '/Portal/Facility/Details/b8e39b9b-124c-487e-84a1-9d09a960b276' ,Food,
17,Tim Hortons,75 Thames St S  Ingersoll ON N5C 2T2,08/25/2023,location.href = '/Portal/Facility/Details/577a88eb-e4a8-42be-89e2-955b7b313e2d' ,Food,
18,Tim Hortons,995 Talbot St  St. Thomas ON N5P 1G1,07/26/2023,location.href = '/Portal/Facility/Details/9d8164e9-e703-4bdc-a775-beb8f8d5c5ef' ,Food,
19,Tim Hortons,21 Woodstock St N  Tavistock ON N0B 2R0,02/28/2023,location.href = '/Portal/Facility/Details/2e34e042-14a4-4450-a9f9-7116be850a01' ,Food,
20,Tim Hortons,773080 Hwy 59  Norwich ON N0J 1P0,06/20/2023,location.href = '/Portal/Facility/Details/c5d1bd14-9229-40a1-9682-72bbde286ee4' ,Food,
21,Tim Hortons,1204 Talbot St  St Thomas ON N5P 1G5,,location.href = '/Portal/Facility/Details/c719042f-1132-4a83-823f-5b9290a7f168' ,Food,
22,Tim Hortons,145 S Edgeware Rd  St. Thomas ON N5P 4C4,08/08/2023,location.href = '/Portal/Facility/Details/4af17568-533f-49c5-b1e6-387c6ffcbc06' ,Food,
23,Tim Hortons,942 Dundas St E  Woodstock ON N4S 1H3,06/26/2023,location.href = '/Portal/Facility/Details/c6ddefba-de49-4050-b6e8-4075cd83b03f' ,Food,
24,Tim Hortons,60 Elm St  St. Thomas ON N5R 6G6,08/25/2023,location.href = '/Portal/Facility/Details/da7abaf9-2c92-4ff5-beb6-4135701a18b9' ,Food,
0,Tim Hortons,200-1534 Dundas St  Woodstock ON N4S 7V9,06/27/2023,location.href = '/Portal/Facility/Details/2f915910-deb0-4295-9851-45754b805a74' ,Food,
1,Tim Hortons,73 Oxford St  Tillsonburg ON N4G 5A7,06/13/2023,location.href = '/Portal/Facility/Details/172e6cf9-f702-4e9c-9ce3-45399fd5438f' ,Food,
2,Tim Hortons,400 Highbury Ave  St. Thomas ON N5P 0A5,07/25/2023,location.href = '/Portal/Facility/Details/ecc53848-8e6d-4959-959b-204316e7d21c' ,Food,
3,Tim Hortons,374 John St N  Aylmer ON N5H 2E4,11/09/2022,location.href = '/Portal/Facility/Details/69225faa-1eb9-456a-baac-0e467ad3382f' ,Food,
4,Tim Hortons,14 Mill St  Woodstock ON N4S 2V4,06/13/2023,location.href = '/Portal/Facility/Details/e31fc8e5-6022-4d3a-94a8-0dd708b8b2f8' ,Food,
