,Facility Name,Site Address,Last Inspection Date,url,category,Facility Type
5,Tim Hortons,566 Norwich Ave  Woodstock ON N4V 1C6,08/11/2023,location.href = '/Portal/Facility/Details/42584219-d435-48e1-b248-176d1bed4429' ,Food,
6,Tim Hortons,857 Devonshire Ave  Woodstock ON N4S 8Z4,07/07/2023,location.href = '/Portal/Facility/Details/f3068f4c-09b0-4295-a851-139121f73964' ,Food,
7,Tim Hortons,200 Broadway St.  Tillsonburg ON N4G 5A7,06/27/2023,location.href = '/Portal/Facility/Details/9bd22a8b-6a33-43ee-8ebc-e2d9e1454ee9' ,Food,
8,Tim Hortons,10 Samnah Cres  Ingersoll ON N5C 3J7,09/28/2023,location.href = '/Portal/Facility/Details/8d226d06-d7fb-40ce-9a3d-ed3430bfbe08' ,Food,
9,Tim Hortons,280 Elm St  St. Thomas ON N5R 1J5,06/28/2023,location.href = '/Portal/Facility/Details/36d81189-0704-4c44-b392-d0317ca85a3f' ,Food,
10,Tim Hortons,191 Talbot St  St. Thomas ON N5P 1A8,07/25/2023,location.href = '/Portal/Facility/Details/d224ba67-c1c3-40af-a3b7-d676a7717fc6' ,Food,
11,Tim Hortons,503 Talbot St W  Aylmer ON N5H 2T9,05/24/2023,location.href = '/Portal/Facility/Details/10b59d54-3f6e-487a-8458-d6b332d78251' ,Food,
12,Tim Hortons,121 Borden Avenue  Belmont ON N0L 0A6,09/18/2023,location.href = '/Portal/Facility/Details/51805f7a-bc3a-4eb5-8453-c86fc952acba' ,Food,
13,Tim Hortons,105 St. Patrick St  Thamesford ON N0M 2M0,05/03/2023,location.href = '/Portal/Facility/Details/1a4139b5-f676-4bc0-b389-c157691eae05' ,Food,
14,Tim Hortons,20 Huron St  Woodstock ON N4S 6Z2,,location.href = '/Portal/Facility/Details/1568d166-b214-4214-adcd-f9c10a997b24' ,Food,
15,Tim Hortons,560 Broadway St.  Tillsonburg ON N4G 3S7,03/13/2023,location.href = '/Portal/Facility/Details/280fcec6-247f-41c4-9351-fefd861833e0' ,Food,
16,Tim Horton's,5-805 Vansittart Ave  Woodstock ON N4T 0L6,09/06/2023,location.href = '/Portal/Facility/Details/b9fb4fcb-2567-4d50-bb69-e84f63d49e51' ,Food,
17,Tim Hortons - Dutton ONroute,27585 ON-401 E  Dutton ON N0L 1J0,03/03/2023,location.href = '/Portal/Facility/Details/e7e03bac-d7ff-41e1-bfbb-b55d25a8d38b' ,Food,
18,Tim Hortons - On the Go - Woodstock Hospital,310 Juliana Dr  Woodstock ON N4V 0A4,07/13/2023,location.href = '/Portal/Facility/Details/56096141-38e6-448a-80fa-78bae50508e2' ,Food,
19,Tim Hortons - West Lorne ONroute,27900 ON-401 W  West Lorne ON N0L 2P0,12/19/2022,location.href = '/Portal/Facility/Details/c7ffcefd-3357-4c9d-a502-25769156059c' ,Food,
20,Tim Hortons West Lorne,244 Graham Rd  West Lorne Ontario N0L 2P0,,location.href = '/Portal/Facility/Details/0f1710cc-bd67-4923-9531-d45622404994' ,Food,
21,Tiny Tots Co-Operative Nursery School of Aldborough Inc. - Kitchen,11443 Furnival Rd  Rodney ON N0L 2C0,,location.href = '/Portal/Facility/Details/233fd6c9-8182-4c52-b007-92f4666e4575' ,Food,
22,Titos Pizza,11 Wilmot St N  Drumbo Ontario N0J 1G0,09/25/2023,location.href = '/Portal/Facility/Details/0e989cde-e4de-4140-a32f-94061172e076' ,Food,
23,Titos Pizza,773088 Hwy 59  Norwich ON N0J 1P0,10/19/2023,location.href = '/Portal/Facility/Details/b78f0b0d-b9ec-486b-a0d9-f222d9445f48' ,Food,
24,Tito's Pizza,62 Simcoe St  Tillsonburg ON N4G 2H5,09/20/2023,location.href = '/Portal/Facility/Details/ce8fe86e-338b-4d79-a3f3-c3a46003e08f' ,Food,
0,Tito's Pizza,69 Woodstock St S Tavistock ON N0B 2R0 Canada,09/28/2023,location.href = '/Portal/Facility/Details/78374b66-1904-4ebd-8e1f-673cf1b70d13' ,Food,
1,Titos Pizza Belmont,14091 Belmont Rd  Belmont Ontario N0L 1B0,10/13/2023,location.href = '/Portal/Facility/Details/8b4f4ac3-61b9-46b8-8c73-5faf9b5bcad0' ,Food,
2,Titos PIzza Ingersoll,2-51 King St E  Ingersoll ON N5C 1G6,10/05/2023,location.href = '/Portal/Facility/Details/4187a83a-a154-4266-ba0c-ded30464ab03' ,Food,
3,Tito's Pizza St. Thomas,2-71 Ross Street  St. Thomas Ontario N5R 3X6,08/29/2023,location.href = '/Portal/Facility/Details/b36efedc-1fbb-4fb0-be2b-3216fdb08367' ,Food,
4,TJ Chips,Carnegie St & Thames St N  Ingersoll ON,,location.href = '/Portal/Facility/Details/69e98e1a-fa94-469e-bdf2-a3d51cb73f94' ,Food,
5,Todd’s Dogs,1290 Dundas St  Woodstock ON N4S 6Y4,06/08/2023,location.href = '/Portal/Facility/Details/ebed8e5c-4492-4392-bea2-ac6fab4e1fb7' ,Food,
6,Todd's Dogs - Trailer,875 Nellis St  Woodstock ON N4S 4C6,09/20/2023,location.href = '/Portal/Facility/Details/6b7e43eb-968e-4327-8d18-eb3f1c2a2693' ,Food,
7,Torok's Crazy Kettle Corn,no site address,05/26/2023,location.href = '/Portal/Facility/Details/3b5755df-09e1-4e73-af43-7bdb59399d10' ,Food,
8,Total Convenience,249 John St S  Aylmer ON N5H 2C9,,location.href = '/Portal/Facility/Details/2de04936-536b-43fe-8987-c9f3dc510d74' ,Food,
9,Toyota Boshoku Canada,230 Universal Rd  Woodstock ON N4S 7W3,05/30/2022,location.href = '/Portal/Facility/Details/141f438c-ccce-4ce8-9530-28a7470bcaf6' ,Food,
10,Toyota Woodstock,1717 Dundas St  Woodstock ON N4S 7V9,06/29/2023,location.href = '/Portal/Facility/Details/c3b2f7ee-4f95-4654-9ece-e7dc8b8288d6' ,Food,
11,Traditional Fish and Chips,417 Wellington St  St Thomas ON N5R 5J5,06/13/2023,location.href = '/Portal/Facility/Details/ae482cc5-60d7-4fac-9879-c2e90acd70a9' ,Food,
12,Trails Edge Tavern Inc,46 Albert St  Plattsville ON N0J 1S0,05/10/2023,location.href = '/Portal/Facility/Details/6113a067-9d6d-4fdd-8667-f8fbd37f4fb3' ,Food,
13,Tremblett's Your Independent Grocer,273 King St W  Ingersoll ON N5C 2K9,05/03/2023,location.href = '/Portal/Facility/Details/ce0a3ba9-961f-4847-bd27-0554d10d0deb' ,Food,
14,Trillium Christian Retirement Home,25 Main St E  Norwich ON N0J 1P0,09/21/2023,location.href = '/Portal/Facility/Details/11a98f8f-3e47-49d6-8355-4af61e6783b1' ,Food,
15,Trillium Christian Retirement Home - Other RHRA Facility,25 Main St E  Norwich ON N0J 1P0,,location.href = '/Portal/Facility/Details/b45909d1-b3e4-4004-a58c-8fcee4ff2078' ,Food,
16,Trinity United Church - STICH Supper Club,118 Church St  Ingersoll ON N5C 2J7,10/05/2023,location.href = '/Portal/Facility/Details/cd999e67-1ea4-40c3-9df4-1837e448ef53' ,Food,
17,Trishplus5's Crafty Corner & Boutique,2-6229 Plank Road  Vienna Ontario N0J 1Z0,,location.href = '/Portal/Facility/Details/2c639f81-ce57-446b-aadd-3af2df5eae34' ,Food,
18,TRISTAR LIQUIDATION & DISCOUNT,478 Dundas St  Woodstock ON N4S 1C4,10/20/2023,location.href = '/Portal/Facility/Details/a9b3553e-ba53-4432-94e0-627de2b4968b' ,Food,
19,Trout Lake,51 George St  Innerkip ON N0J 1M0,07/21/2023,location.href = '/Portal/Facility/Details/d4ba03d7-8ac1-476c-92a0-2633be26edbe' ,Food,
20,Truckers Haven - Mister Steak,806607 Oxford Rd 29  Drumbo ON N0J 1G0,08/08/2023,location.href = '/Portal/Facility/Details/57004abe-9b99-4750-b7d2-2de93d0564ac' ,Food,
21,Truckers Haven - Subway,806607 Oxford Rd 29  Drumbo ON N0J 1G0,06/02/2023,location.href = '/Portal/Facility/Details/ea3dbc1d-148b-426a-bd37-0558bcdf262e' ,Food,
22,Truckers Haven - Variety Store,806607 Oxford Rd 29  Drumbo ON N0J 1G0,12/29/2022,location.href = '/Portal/Facility/Details/25a2936b-4768-44b0-838b-ac04b1400474' ,Food,
23,Truckers Haven - Wendy's,806607 Oxford Rd  29 Drumbo ON N0J 1G0,06/13/2023,location.href = '/Portal/Facility/Details/d86df6e8-9097-4258-b0a1-7d71eee43ed5' ,Food,
24,"Turkey Shoppe, The",10882 Sunset Drive  Talbotville ON N5P 3T2,10/30/2023,location.href = '/Portal/Facility/Details/2f3c2ea9-74a0-4461-9ac5-a43ba8fa9573' ,Food,
0,Turner's Farm Market,683651 Road 68  Ingersoll ON N5C 3J5,10/13/2023,location.href = '/Portal/Facility/Details/d851815f-40ac-4b5b-a929-6114af41eb85' ,Food,
1,Twice the Deal Pizza,12 Huron St  Woodstock ON N4S 6J2,01/18/2023,location.href = '/Portal/Facility/Details/b85bfc74-abe9-4286-9986-6df0fe53bcd7' ,Food,
2,Twin Towers Catering,595459 Highway 59  Woodstock ON N4S 7W1,,location.href = '/Portal/Facility/Details/8dba0c55-1c7f-4d52-8dee-934170de65a0' ,Food,
3,Twisted Toppings,224 Furnival Rd  Rodney ON N0L 2C0,07/26/2023,location.href = '/Portal/Facility/Details/4a10ad9e-7b06-4b78-8ce1-1f2e54bf46e6' ,Food,
4,Two Chicas,1034 Alberni Ave  Woodstock ON N4T 0E8,,location.href = '/Portal/Facility/Details/6b368949-27ff-49be-9119-d1d1af106053' ,Food,
5,Two Forks,295 Bridge St  Port Stanley ON N5L 1C2,06/27/2023,location.href = '/Portal/Facility/Details/9dab1d9a-57e5-4b4f-b3c3-bddeafe90723' ,Food,
6,Two Girls and a Cheese Shop,20 Brock St W  Tillsonburg ON N4G 2A2,08/16/2023,location.href = '/Portal/Facility/Details/d5744ed6-9904-4295-979c-433277b620d3' ,Food,
7,Two Guys and a Whisk,519 Dundas St  Woodstock ON N4S 1C3,09/28/2023,location.href = '/Portal/Facility/Details/41053c9a-bad9-43df-b323-e0d61215fcf3' ,Food,
8,Two Old Crows,213 Currie Rd  Dutton ON N0L 1J0,07/27/2023,location.href = '/Portal/Facility/Details/de67f7d2-7821-4720-bf86-f74f259adacb' ,Food,
9,U Turn Ranch,537097 Oxford Rd 34  Woodstock ON N4S 7W1,06/13/2023,location.href = '/Portal/Facility/Details/884dca6c-766b-4352-a223-1ccdbea6d773' ,Food,
10,Udderly Delicious Ice Cream,594 Dundas St  Woodstock ON N4S 1C8,08/01/2023,location.href = '/Portal/Facility/Details/e6f6a090-0a5e-4c24-abac-d1062c8562a8' ,Food,
11,Udderly Ridiculous Inc,906200 Twp Rd 12  Bright ON N0J 1B0,09/22/2023,location.href = '/Portal/Facility/Details/013e9176-ae2b-40d8-a0c9-f7fb05cfb4be' ,Food,
12,Ultra Delicious,98 Mutual St S  Ingersoll ON N5C 1S5,,location.href = '/Portal/Facility/Details/0017bc08-c6e7-4a47-9657-aaae16b74b0c' ,Food,
13,Ultramar/Beckers,245 S Edgeware Rd  St. Thomas ON N5P 4C4,08/23/2023,location.href = '/Portal/Facility/Details/7e0fa878-6cd4-4804-8046-7e1126a628df' ,Food,
14,Union Burger,524 Dundas St  Woodstock ON N4N 1C4,10/03/2023,location.href = '/Portal/Facility/Details/d6de5313-414a-4e94-af4a-b76e8cdc5a97' ,Food,
15,Union General Store,6194 Stone Church Rd  Union ON N0L 2L0,,location.href = '/Portal/Facility/Details/5578a247-d076-49db-be25-3e6fc236ba51' ,Food,
16,Union Sports Club and Community Centre,6068 Bell St  Union ON N0L 2L0,02/08/2023,location.href = '/Portal/Facility/Details/6e124bd0-efda-4809-8018-9dab52bdad57' ,Food,
17,Unusual Finds,449 Talbot Street  St. Thomas ON N5P 1C1,10/17/2023,location.href = '/Portal/Facility/Details/a77ea990-c28b-4d18-a8a8-36a5dbc7c106' ,Food,
18,UPI Energy LD,685558 Hwy 2  Woodstock ON N4S 7Y5,,location.href = '/Portal/Facility/Details/06af785a-043b-4c47-b051-afa2cbe10626' ,Food,
19,Upper Deck Bar & Grill,3-534 Elm St  St. Thomas ON N5R 1K6,03/24/2023,location.href = '/Portal/Facility/Details/c26698cf-7882-4d95-ab09-4ea789017484' ,Food,
20,Upper Thames Brewing Company Limited,8 & 9-225 Bysham Park Dr  Woodstock ON N4T 1P1,08/09/2022,location.href = '/Portal/Facility/Details/50970e8d-894a-4b16-a54f-e55c4156536f' ,Food,
21,Upper Thames Brewing Company Limited - Brickhouse Brewpub,190 Fairway Rd  Woodstock ON N4T 1W3,03/10/2023,location.href = '/Portal/Facility/Details/f582fac2-4419-43b9-aeda-52c2f0d0b6b7' ,Food,
22,Urban Jars St. Thomas,40033 Longhurst Line St  Thomas ON N5P 3T2,,location.href = '/Portal/Facility/Details/27013bd7-58bb-4a2e-af61-881d0f06f4e8' ,Food,
23,Valley Variety,5982 Plank Rd  Vienna ON N0J 1Z0,07/05/2023,location.href = '/Portal/Facility/Details/6a19476b-898a-433f-9afa-c89c57a68942' ,Food,
24,Valleyview - Institutional Food,350 Burwell Rd  St Thomas ON N5P 0A3,10/19/2023,location.href = '/Portal/Facility/Details/d6a7be28-6cfc-4ed2-a955-3912b979fb45' ,Food,
0,Valleyview The Whistle Stop Coffee and Cookie Shop,350 Burwell Rd  St Thomas ON N5P 0A3,06/05/2023,location.href = '/Portal/Facility/Details/a86a9813-51f7-4984-a94c-b02c39b949a3' ,Food,
1,Van Wijk & Sons Meats,6321 Plank Rd  Vienna ON N0J 1Z0,12/14/2022,location.href = '/Portal/Facility/Details/ae8ddd76-12a3-4074-8b3b-5aea74338556' ,Food,
2,Variety World,401 Dundas Street  Woodstock Ontario N4S 1B8,10/17/2023,location.href = '/Portal/Facility/Details/9d7f5e54-8e77-4372-8d74-2eb174e542fc' ,Food,
3,Victoria Manor,265 Victoria St N  Woodstock ON N4S 6W2,08/30/2023,location.href = '/Portal/Facility/Details/7d74a174-0af8-4ec9-b511-d4ec19391af7' ,Food,
4,Vienna Community Centre,26 Fulton St  Vienna ON N0J 1Z0,,location.href = '/Portal/Facility/Details/5c4fd07c-f154-4658-8760-645ed5463c7c' ,Food,
5,Vienna Lions Community Centre,26 Fulton St  Vienna ON N0J 1Z0,06/29/2023,location.href = '/Portal/Facility/Details/5d382c6a-f376-4baf-a2d4-49ba1a03d1a5' ,Food,
6,Village Catering,333243 Plank Line  Mount Elgin ON N0J 1N0,,location.href = '/Portal/Facility/Details/103de1fa-8768-460d-a021-ac7de1ffb043' ,Food,
7,Village Catering & Deli,117 Dundas St  Thamesford ON N0M 2M0,10/13/2023,location.href = '/Portal/Facility/Details/f36ed7cc-9113-406e-9915-9c2821988801' ,Food,
8,Village Cheese Mill,333744 Plank Line Hwy 19  Salford ON N0J 1W0,10/04/2023,location.href = '/Portal/Facility/Details/c084d00e-3d1d-465e-b3ba-7a3b315d4605' ,Food,
9,"Village Market,The",2 Church St W  Burgessville ON N0J 1C0,10/13/2023,location.href = '/Portal/Facility/Details/8ca951b1-508a-49ea-833a-06f941a6e605' ,Food,
10,Village Restaurant & Pizza,12 Main St W  Norwich ON N0J 1P0,07/27/2023,location.href = '/Portal/Facility/Details/dfe7a256-dc42-4b0c-84e0-a01f6ba78ba3' ,Food,
11,VON Oxford Sakura House,715180 County Rd  4 Woodstock ON N4S 7V9,11/02/2023,location.href = '/Portal/Facility/Details/2a92e25d-214c-41d0-bc44-6ae925fb5ce7' ,Food,
12,Walker Dairy Bar,564 Talbot Street East  Aylmer ON N5H 2R1,06/16/2023,location.href = '/Portal/Facility/Details/8fc1922f-0af7-4659-bf25-876e52bdb714' ,Food,
13,Wallacetown Optimist Club Food Booth,P.O. Box 18 Dutton  ON N0L 1J0,09/15/2022,location.href = '/Portal/Facility/Details/a57f6ca1-e031-4aec-be9c-3df1647a808e' ,Food,
14,Walmart,499 Norwich Ave  Woodstock ON N4S 9A2,11/22/2022,location.href = '/Portal/Facility/Details/41b381e6-ee0f-4656-b136-3ee0122a9122' ,Food,
15,Walmart,60-1063 Talbot St  St. Thomas ON N5P 1G4,06/29/2023,location.href = '/Portal/Facility/Details/6c9c3ce4-d9bc-439c-a717-c8404ad9dd71' ,Food,
16,Walmart Canada Corporation,170 Broadway St  Tillsonburg ON N4G 4X1,08/16/2023,location.href = '/Portal/Facility/Details/db294295-f570-4b59-b2ff-da365e2237f5' ,Food,
17,Walnut Grove Retirement Living,25 Clyde St  Norwich ON N0J 1P0,,location.href = '/Portal/Facility/Details/4948d3b0-e5a3-4eca-bd8c-bf655958facb' ,Food,
18,Walters Music Venue,836074 Hubbard Rd  Bright ON N0J 1B0,,location.href = '/Portal/Facility/Details/95636b09-8989-4ffe-ac7b-558ce22abf3c' ,Food,
19,Waterworks Variety,7 S Edgeware Rd  St Thomas ON N5P 2G8,01/30/2023,location.href = '/Portal/Facility/Details/a2050824-6342-4f50-b554-5abeacef6c80' ,Food,
20,Wayside Dining Lounge,10680 Sunset Drive  Talbotville ON N0L 2K0,08/16/2023,location.href = '/Portal/Facility/Details/e20a6851-db0b-482a-928f-1151a44d072b' ,Food,
21,Wee Creations Christian,735 Frontenac Cres  Woodstock ON N4V 0B1,05/12/2023,location.href = '/Portal/Facility/Details/52aa9621-a553-4f9e-98ea-cc87e58d0086' ,Food,
22,Wellington Convenience,69 Elgin St  St. Thomas ON N5R 3L9,10/23/2023,location.href = '/Portal/Facility/Details/f6a87fe0-cb97-433f-b279-42fe93f26ad4' ,Food,
23,Wellington Market,10947 Wellington Rd  St. Thomas ON N5P 2G0,07/13/2023,location.href = '/Portal/Facility/Details/a0ddd6cc-8ccf-46c8-9e69-654db158b753' ,Food,
24,Wellington Market - Hot Dog Cart,10947 Wellington Rd  St. Thomas ON N5P 2G0,,location.href = '/Portal/Facility/Details/752f0cd5-7ce1-4189-852f-7e93aaf79d0f' ,Food,
0,Wellington Variety,352 Wellington St  St. Thomas ON N5R 3T3,,location.href = '/Portal/Facility/Details/e2259633-7d80-4f0f-a380-7181880db1b7' ,Food,
1,Wendy's,1063 Talbot St  St Thomas ON N5P 1G4,07/26/2023,location.href = '/Portal/Facility/Details/d47156f3-6f4b-424c-9fc4-620fde65c2b9' ,Food,
2,Wendy's,570 Norwich Ave  Woodstock ON N4V 1C6,09/27/2023,location.href = '/Portal/Facility/Details/6e6217ed-2681-4ad1-8d89-1067d1a3ad91' ,Food,
3,Wendy's,1175 Dundas St  Woodstock ON N4S 8W3,02/09/2023,location.href = '/Portal/Facility/Details/2a122f36-f42b-4248-9cdb-1e52ce4a0ce0' ,Food,
4,West Elgin Recreation Centre,135 Queen St  Rodney ON N0L 2C0,07/26/2023,location.href = '/Portal/Facility/Details/e1f3e9cd-bb47-4361-9509-155967e19c4b' ,Food,
5,West Elgin Secondary School - Cafeteria,139 Graham Rd  West Lorne ON N0L 2P0,09/15/2023,location.href = '/Portal/Facility/Details/bf2369a3-c93f-4a13-bd4f-4c5389aa5d47' ,Food,
6,West Elgin Secondary School - Nourishment Program,139 Graham Rd  West Lorne ON N0L 2P0,06/21/2023,location.href = '/Portal/Facility/Details/17f107fe-4017-445f-ac6c-f381fae1e5a6' ,Food,
7,West Elgin Variety and Gas,263 Graham St.  West Lorne ON N0L 2P0,05/08/2023,location.href = '/Portal/Facility/Details/ee2ce927-9a9b-447c-85a3-bb30a32dee9f' ,Food,
8,West End Video & Variety,224 Dundas St  Woodstock ON N4S 1A7,10/10/2023,location.href = '/Portal/Facility/Details/4a9aa891-31c2-4e45-b4c6-b13ff88d3d9b' ,Food,
9,West Lorne Foodland,170 Main St  West Lorne ON N0L 2P0,08/24/2023,location.href = '/Portal/Facility/Details/b61691a4-831b-4ef8-b8c8-ad823d31c290' ,Food,
10,Westfield Public School - Before & After School Program,102 Dereham Dr.  Tillsonburg ON N5L 5L8,,location.href = '/Portal/Facility/Details/f073e66d-4547-4754-bbc6-5c8dacee52ad' ,Food,
11,Westmount Motel,585076 Beachville Rd  Woodstock ON N4S 7V6,09/26/2023,location.href = '/Portal/Facility/Details/5ff0fd84-d9a1-4dea-949a-4b7111c5626a' ,Food,
12,Whisk & Roll Bakery,600 Dundas St  Woodstock ON N4S 1C8,08/29/2023,location.href = '/Portal/Facility/Details/b523951a-2f8c-4544-a285-25f2d556fed2' ,Food,
13,Whisk Me Away Cakes,7728 Coyne Road  Wallacetown Ontario N0L 2M0,07/24/2023,location.href = '/Portal/Facility/Details/24eaf915-111f-4a66-92bf-d0953db06fbb' ,Food,
14,Why Not Cookies Cafe,373 Talbot St  St. Thomas ON N5P 1B7,06/02/2023,location.href = '/Portal/Facility/Details/f33bb0d6-2708-452c-a7db-53e07f8172b5' ,Food,
15,Why Not Cookies Cafe Trailer,373 Talbot St  St Thomas ON N5P 1B7,08/02/2023,location.href = '/Portal/Facility/Details/4b89f532-adef-43df-8809-488486113458' ,Food,
16,Wild Wing,A2-1025 Talbot St  St.Thomas ON N5P 3M7,10/30/2023,location.href = '/Portal/Facility/Details/5757c8f5-9982-40df-953c-b4bf92e19d66' ,Food,
17,Wild Wing,168 Simcoe St  Tillsonburg ON N4G 2J1,09/25/2023,location.href = '/Portal/Facility/Details/de0e3862-965a-47ce-8ab5-a4271f976d6e' ,Food,
18,Wild Wing,1-146 Culloden Rd  Ingersoll ON N5C 3R2,09/14/2023,location.href = '/Portal/Facility/Details/9f735782-137d-40ef-9b06-d34a37c2b24e' ,Food,
19,Wildflowers Farm,42338 Fruitridge Line  St. Thomas ON N5P 3S9,06/26/2023,location.href = '/Portal/Facility/Details/9eaf6910-713e-437b-9620-49737bd5bf13' ,Food,
20,Willow Lake Camp - Food Truck,A-595487 HWY 59  WOODSTOCK ON N4S 7W1,08/04/2023,location.href = '/Portal/Facility/Details/ff84c423-8e2f-4814-9270-ed63fd7b7403' ,Food,
21,Willow Lake Camp - Store,595487 Highway 59 Woodstock ON N4S 7W1,05/12/2023,location.href = '/Portal/Facility/Details/3388ca57-c459-4184-bd06-df79076afef9' ,Food,
22,Wilson Weenies,99 Mutual St  Ingersoll ON N5C 1S6,,location.href = '/Portal/Facility/Details/abcecf12-6693-42c5-ba9d-1972e511af76' ,Food,
23,Wimpy's Diner,960 Talbot St  St. Thomas ON N5P 1E7,08/30/2023,location.href = '/Portal/Facility/Details/dce970d0-630b-48e1-825d-4095f4233736' ,Food,
24,Wimpy's Diner,116 Simcoe St  Tillsonburg ON N4G 2J1,,location.href = '/Portal/Facility/Details/344bb452-c2b5-46f1-80e4-61e0875a192e' ,Food,
0,Winchester Public School - Before & After School Program,110 WInchestr St  Woodstock ON N4S 7K5,09/18/2023,location.href = '/Portal/Facility/Details/fb3cf358-2ba4-44bd-af83-4527f29be998' ,Food,
1,Winchester Public School - Milk Program,110 Winchester St  Woodstock ON N4S 7K5,,location.href = '/Portal/Facility/Details/af54553f-1472-452d-b87b-45f80a45c505' ,Food,
2,Winchester Public School - Nourishment Program,110 Winchester St  Woodstock ON N4S 7K5,09/18/2023,location.href = '/Portal/Facility/Details/e4244484-1f72-415b-8d7b-dea20bbcf56b' ,Food,
3,"Windjammer Inn, The",324 Smith St  Port Stanley ON N5L 1C6,06/16/2023,location.href = '/Portal/Facility/Details/7053961a-f418-42d4-8840-44839c68ed1b' ,Food,
4,"Wine Cellar, The",188 Thames St S  Ingersoll ON N5C 2T5,07/13/2023,location.href = '/Portal/Facility/Details/edea2048-8f68-430b-a268-286fe54d43fb' ,Food,
5,"Wine Shack, The",285646 Airport Rd  Norwich ON N0J 1P0,02/03/2023,location.href = '/Portal/Facility/Details/c34bdb85-66e5-410c-8bd9-212dcc79bfd9' ,Food,
6,"Wine Station, The",168 Curtis St  St Thomas ON N5P 3W9,01/11/2023,location.href = '/Portal/Facility/Details/48b03983-26e6-4491-9bc0-065e02719091' ,Food,
7,Wing Boyz,717 Talbot St  St. Thomas ON N5P 1E1,10/25/2023,location.href = '/Portal/Facility/Details/016cc07e-e626-4b4f-af6d-bd00e4cb1bac' ,Food,
8,Wing House Innerkip Inc,116 Blandford St  Innerkip ON N0J 1M0,08/04/2023,location.href = '/Portal/Facility/Details/456959b8-fe08-41d3-82bf-e591603309f3' ,Food,
9,Wings Up! Woodstock,337 Norwich Ave  Woodstock ON N4S 2P2,10/11/2023,location.href = '/Portal/Facility/Details/a0171a73-3e30-4e2b-88ac-b234155b9b33' ,Food,
10,Wok Express,417 Wellington St  St. Thomas ON N5R 5J5,06/13/2023,location.href = '/Portal/Facility/Details/2002f0fc-fb54-47bd-9d45-255c559ffc38' ,Food,
11,Wonder Years - Before & After School Program,80 Main Street West  Norwiich ON N0J 1P0,06/29/2023,location.href = '/Portal/Facility/Details/0a83bbb2-2491-4c3b-8b18-ad71e6adf89c' ,Food,
12,Wonder Years Child Care,10 Tidey St  Norwich ON N0J 1P0,08/03/2023,location.href = '/Portal/Facility/Details/5a129a80-eabb-42fd-89a8-671b5ae905f0' ,Food,
13,Wonder Years Child Care #2,80 Main St W  Norwich ON N0J 1P0,06/29/2023,location.href = '/Portal/Facility/Details/67611f5c-c67f-4a0f-96ae-492996838fee' ,Food,
14,Woodingford Lodge - Ingersoll,325 Thames St S  Ingersoll ON N5C 2V1,07/05/2023,location.href = '/Portal/Facility/Details/753a16de-269e-45ab-8ba8-db4bf962e118' ,Food,
